Symbol,Name,LastSale,MarketCap,Sector,Industry
RMR,The RMR Group Inc.,24.87,770970000,Consumer Services,Professional Services
AIR,AAR Corp.,22.07,773412803.8,Capital Goods,Aerospace
WIRE,Encore Wire Corporation,37.43,774342894.2,Capital Goods,Metal Fabrications
TIVO,TiVo Inc.,7.92,774922088.2,Consumer Services,Television Services
BRKL,"Brookline Bancorp, Inc.",11.01,775069384.6,Finance,Savings Institutions
KLIC,"Kulicke and Soffa Industries, Inc.",11.03,776114545,Technology,Semiconductors
SRPT,"Sarepta Therapeutics, Inc.",17.03,777698059.7,Health Care,Major Pharmaceuticals
BH,Biglari Holdings Inc.,377.22,779662438.1,Consumer Services,Restaurants
MMSI,"Merit Medical Systems, Inc.",17.62,779984293.3,Health Care,Medical/Dental Instruments
PRSC,The Providence Service Corporation,52.52,780779494,Consumer Services,Transportation Services
CBB,Cincinnati Bell Inc,3.72,781269232.9,Public Utilities,Telecommunications Equipment
DENN,Denny&#39;s Corporation,10.15,781638152.8,Consumer Services,Restaurants
CUDA,"Barracuda Networks, Inc.",14.74,782725366.7,Technology,Computer peripheral equipment
HTLF,"Heartland Financial USA, Inc.",31.98,784143683.7,Finance,Major Banks
FCF,First Commonwealth Financial Corporation,8.82,784638383.8,Finance,Major Banks
CENT,Central Garden & Pet Company,15.65,784894074.4,Consumer Durables,Consumer Specialties
TLRD,"Tailored Brands, Inc.",16.23,785210678.5,Consumer Services,Clothing/Shoe/Accessory Stores
NTK,Nortek Inc.,48,787252272,Consumer Durables,Home Furnishings
NTG,"Tortoise MLP Fund, Inc.",16.75,787253534.3,n/a,n/a
VTA,Invesco Credit Opportunities Fund,10.63,787622238.9,n/a,n/a
RUBI,"The Rubicon Project, Inc.",16.73,789295317.9,Technology,"Computer Software: Programming, Data Processing"
MKTO,"Marketo, Inc.",17.85,792269661.8,Technology,Computer Software: Prepackaged Software
GBX,"Greenbrier Companies, Inc. (The)",27.75,793561782.8,Capital Goods,Railroads
INGN,"Inogen, Inc",40.02,794509056,Health Care,Industrial Specialties
CRVL,CorVel Corp.,40.6,794829691.6,Finance,Specialty Insurers
NEP,"NextEra Energy Partners, LP",25.89,795061602.2,Public Utilities,Electric Utilities: Central
PML,Pimco Municipal Income Fund II,13.01,795078868,n/a,n/a
IRS,IRSA Inversiones Y Representaciones S.A.,13.74,795101456,Consumer Services,Homebuilding
NQU,"Nuveen Quality Income Municipal Fund, Inc.",14.64,796109892.2,n/a,n/a
CODI,Compass Diversified Holdings,14.67,796581000,Consumer Durables,Home Furnishings
IIM,Invesco Value Municipal Income Trust,16.95,797123803.4,n/a,n/a
WIX,Wix.com Ltd.,20.11,798252513.8,Technology,"Computer Software: Programming, Data Processing"
NMFC,New Mountain Finance Corporation,12.5,798505462.5,n/a,n/a
CVCO,"Cavco Industries, Inc.",89.65,798972723.5,Basic Industries,Homebuilding
IILG,"Interval Leisure Group, Inc.",13.9,799119465.1,Finance,Real Estate
MMYT,MakeMyTrip Limited,19.24,799449590.2,Consumer Services,Transportation Services
ERF,Enerplus Corporation,3.88,801373104.8,Energy,Oil & Gas Production
ADC,Agree Realty Corporation,38.72,801518636.2,Consumer Services,Real Estate Investment Trusts
CALD,"Callidus Software, Inc.",14.29,804151644.6,Technology,EDP Services
LE,"Lands&#39; End, Inc.",25.15,804582276.5,Consumer Services,Clothing/Shoe/Accessory Stores
VSI,"Vitamin Shoppe, Inc",31.24,805600281.6,Consumer Non-Durables,Food Chains
TRS,TriMas Corporation,17.84,808732085.4,Capital Goods,Industrial Specialties
DEPO,"Depomed, Inc.",13.28,808803221,Health Care,Major Pharmaceuticals
QTWO,"Q2 Holdings, Inc.",20.76,808807690.1,Technology,Computer Software: Prepackaged Software
IBP,"Installed Building Products, Inc.",25.83,810104146.1,Basic Industries,Homebuilding
RGEN,Repligen Corporation,24.55,810924135.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLDT,Chatham Lodging Trust (REIT),21.16,811235952.3,Consumer Services,Real Estate Investment Trusts
GLRE,"Greenlight Reinsurance, Ltd.",21.88,811402908.6,Finance,Property-Casualty Insurers
AOD,Alpine Total Dynamic Dividend Fund,7.47,812308955,n/a,n/a
BOE,Blackrock Global,11.6931,812473549.9,n/a,n/a
GBLI,Global Indemnity plc,31.6,813168740.8,Finance,Property-Casualty Insurers
WIBC,"Wilshire Bancorp, Inc.",10.35,813958703.6,Finance,Major Banks
RCII,Rent-A-Center Inc.,15.34,814428979,Technology,Diversified Commercial Services
SNR,New Senior Investment Group Inc.,9.93,815394184.7,Consumer Services,Real Estate Investment Trusts
NWLI,"National Western Life Group, Inc.",224.99,818100988.3,Finance,Life Insurance
FSS,Federal Signal Corporation,13.11,818426819.3,Capital Goods,Auto Manufacturing
HIBB,"Hibbett Sports, Inc.",35.99,820080376.6,Consumer Services,Other Specialty Stores
CAPL,CrossAmerica Partners LP,24.84,822475302.5,Energy,Oil Refining/Marketing
EGHT,8x8 Inc,9.3,822646733.4,Public Utilities,Telecommunications Equipment
OEC,Orion Engineered Carbons S.A,13.91,825605251.5,Basic Industries,Major Chemicals
INDY,iShares S&P India Nifty 50 Index Fund,26.05,825785000,n/a,n/a
HTGC,"Hercules Capital, Inc.",11.37,825864236.5,n/a,n/a
LMNX,Luminex Corporation,19.21,828802195.1,Health Care,Medical/Dental Instruments
ECHO,"Echo Global Logistics, Inc.",27.61,829443385.3,Transportation,Oil Refining/Marketing
CLW,Clearwater Paper Corporation,47.56,829786691.8,Basic Industries,Paper
STON,StoneMor Partners L.P.,25.46,831230020.7,Consumer Services,Other Consumer Services
CDE,"Coeur Mining, Inc.",5.47,834706191.7,Basic Industries,Precious Metals
BTE,Baytex Energy Corp,3.99,838954329.6,Energy,Oil & Gas Production
EGRX,"Eagle Pharmaceuticals, Inc.",53.68,839361254.2,Health Care,Major Pharmaceuticals
ROCK,"Gibraltar Industries, Inc.",26.81,839656304.1,Capital Goods,Steel/Iron Ore
GLT,Glatfelter,19.36,841040430.6,Basic Industries,Paper
SRCE,1st Source Corporation,32.54,842144148.5,Finance,Major Banks
NRCIB,National Research Corporation,34.5,842244532.5,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ACCO,Acco Brands Corporation,7.98,843155596.1,Consumer Durables,Publishing
BHLB,"Berkshire Hills Bancorp, Inc.",27.13,843167030.1,Finance,Banks
USCR,"U S Concrete, Inc.",55.76,847230599.4,Capital Goods,Building Materials
ELY,Callaway Golf Company,9.04,847654801,Consumer Non-Durables,Recreational Products/Toys
FINL,"The Finish Line, Inc.",19.14,848997822.4,Consumer Services,Clothing/Shoe/Accessory Stores
MTSC,MTS Systems Corporation,57.69,851626702.8,Capital Goods,Industrial Machinery/Components
AHGP,"Alliance Holdings GP, L.P.",14.25,853047750,Energy,Coal Mining
SAH,"Sonic Automotive, Inc.",18.57,854967238.2,Consumer Durables,Automotive Aftermarket
HTD,John Hancock Tax Advantaged Dividend Income Fund,22.66,855069344.4,n/a,n/a
WNC,Wabash National Corporation,13.19,856504494.6,Capital Goods,Construction/Ag Equipment/Trucks
BNCN,BNC Bancorp,21,856623768,Finance,Major Banks
CPAC,Cementos Pacasmayo S.A.A.,7.36,856651891.2,Capital Goods,Building Materials
SAFT,"Safety Insurance Group, Inc.",56.82,857533065.2,Finance,Property-Casualty Insurers
EXEL,"Exelixis, Inc.",3.76,857998652.6,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ETH,Ethan Allen Interiors Inc.,30.87,858459353.9,Consumer Durables,Home Furnishings
GIM,"Templeton Global Income Fund, Inc.",6.4,858522611.2,n/a,n/a
NGL,NGL ENERGY PARTNERS LP,8.03,859718050.1,Energy,Oil Refining/Marketing
ANDE,"The Andersons, Inc.",30.78,861840000,Consumer Services,Farming/Seeds/Milling
ARII,"American Railcar Industries, Inc.",43.8,862134934.8,Capital Goods,Railroads
MDXG,"MiMedx Group, Inc",8,862483920,Health Care,Medical/Dental Instruments
IRET,Investors Real Estate Trust,7.13,863116781.1,Consumer Services,Real Estate Investment Trusts
IPCC,Infinity Property and Casualty Corporation,78.11,864769479.3,Finance,Property-Casualty Insurers
SGMS,Scientific Games Corp,10,865286470,Technology,EDP Services
WTW,Weight Watchers International Inc,13.64,868163480.4,Consumer Services,Other Consumer Services
LABL,Multi-Color Corporation,51.76,869681302.6,Miscellaneous,Publishing
LNN,Lindsay Corporation,78.22,871014899,Capital Goods,Industrial Machinery/Components
USA,Liberty All-Star Equity Fund,4.94,871494560.8,n/a,n/a
IAG,Iamgold Corporation,2.18,872063751.9,Basic Industries,Precious Metals
RRGB,"Red Robin Gourmet Burgers, Inc.",64.17,874663473.9,Consumer Services,Restaurants
PGEM,"Ply Gem Holdings, Inc.",12.85,875130579,Basic Industries,Forest Products
RVT,"Royce Value Trust, Inc.",11.34,876026759.6,n/a,n/a
XLRN,Acceleron Pharma Inc.,23.64,876959179.7,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NXTM,"NxStage Medical, Inc.",13.69,877157165.9,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MMI,"Marcus & Millichap, Inc.",23.68,878946520.3,Finance,Real Estate
RATE,"Bankrate, Inc.",9.04,879882382.9,Technology,EDP Services
ALDW,"Alon USA Partners, LP",14.08,880141349.1,Energy,Integrated oil Companies
VIVO,Meridian Bioscience Inc.,20.95,880971424.9,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,20.31,882959072.6,n/a,n/a
STBA,"S&T Bancorp, Inc.",25.37,883139188.4,Finance,Major Banks
NEWP,Newport Corporation,22.9,884577513.1,Capital Goods,Medical Specialities
GTN,"Gray Television, Inc.",12.2,886950223.6,Consumer Services,Broadcasting
EJ,E-House (China) Holdings Limited,6.23,888523877.2,Finance,Real Estate
GBDC,"Golub Capital BDC, Inc.",17.32,889897910.8,n/a,n/a
RKUS,"Ruckus Wireless, Inc.",9.92,890049590.7,Technology,Computer peripheral equipment
CVT,"CVENT, INC.",21.17,890159081.5,Technology,Computer Software: Prepackaged Software
SCSS,Select Comfort Corporation,18.31,890451920,Consumer Durables,Home Furnishings
TSLX,"TPG Specialty Lending, Inc.",16.43,890936268.8,n/a,n/a
GLOG,GasLog LP.,11.07,891096243.9,Consumer Services,Marine Transportation
QSII,"Quality Systems, Inc.",14.67,893200157.9,Technology,EDP Services
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,18.71,893772340.6,n/a,n/a
RSTI,"Rofin-Sinar Technologies, Inc.",31.39,894847380.2,Miscellaneous,Industrial Machinery/Components
MITL,Mitel Networks Corporation,7.42,896305437,Technology,Radio And Television Broadcasting And Communications Equipment
BCOM,B Communications Ltd.,30,897000000,Consumer Services,Telecommunications Equipment
MACK,"Merrimack Pharmaceuticals, Inc.",7.74,898308827.3,Health Care,Major Pharmaceuticals
APOL,"Apollo Education Group, Inc.",8.28,898710752.9,Consumer Services,Other Consumer Services
QLYS,"Qualys, Inc.",26.19,901783848.9,Technology,Computer Software: Prepackaged Software
TNET,"TriNet Group, Inc.",12.88,901887713.4,Miscellaneous,Business Services
TQQQ,ProShares UltraPro QQQ,97,902100000,n/a,n/a
IGR,CBRE Clarion Global Real Estate Income Fund,7.74,902410423.6,n/a,n/a
ATSG,"Air Transport Services Group, Inc",14.13,902751287.4,Transportation,Air Freight/Delivery Services
CYNO,"Cynosure, Inc.",39.3,903270807,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIG,Employers Holdings Inc,28.06,903994428.8,Finance,Property-Casualty Insurers
ONCE,"Spark Therapeutics, Inc.",33.39,905193684.4,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BANF,BancFirst Corporation,58.29,905364884.9,Finance,Major Banks
JE,"Just Energy Group, Inc.",6.18,908902568.3,Public Utilities,Oil/Gas Transmission
FOLD,"Amicus Therapeutics, Inc.",7.27,910286827.1,Health Care,Major Pharmaceuticals
CKH,"SEACOR Holdings, Inc.",53.05,910668660.7,Transportation,Marine Transportation
JPC,Nuveen Preferred Income Opportunites Fund,9.4,911709205.4,n/a,n/a
UEIC,Universal Electronics Inc.,63.43,912268591.3,Consumer Non-Durables,Consumer Electronics/Appliances
ECOL,"US Ecology, Inc.",42.02,914619505.8,Public Utilities,Environmental Services
JMEI,Jumei International Holding Limited,6.3,914792306.4,Consumer Services,Other Specialty Stores
DNR,Denbury Resources Inc.,2.61,915620771.2,Energy,Oil & Gas Production
GAM,"General American Investors, Inc.",30.78,915672619.4,n/a,n/a
MYCC,"ClubCorp Holdings, Inc.",14.05,916739373.7,Consumer Services,Hotels/Resorts
IPAR,"Inter Parfums, Inc.",29.57,917791146.6,Consumer Non-Durables,Package Goods/Cosmetics
NPI,"Nuveen Premium Income Municipal Fund, Inc.",14.33,917980416.2,n/a,n/a
CSH,"Cash America International, Inc.",37.53,918400758.3,Consumer Services,Other Specialty Stores
STCK,"BMC Stock Holdings, Inc.",14.05,918674859.6,Consumer Services,RETAIL: Building Materials
SWM,"Schweitzer-Mauduit International, Inc.",30.09,918996683.8,Basic Industries,Paper
TNC,Tennant Company,52.13,920086159.2,Technology,Industrial Machinery/Components
SNHY,Sun Hydraulics Corporation,34.38,921237300.5,Capital Goods,Metal Fabrications
BNFT,"Benefitfocus, Inc.",31.59,922646002.6,Technology,Computer Software: Prepackaged Software
EHIC,eHi Car Services Limited,13.48,923235022.6,Consumer Services,Rental/Leasing Companies
ZLTQ,"ZELTIQ Aesthetics, Inc.",23.72,925694964.7,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BKS,"Barnes & Noble, Inc.",12.4,926200230.8,Consumer Services,Other Specialty Stores
ARLP,"Alliance Resource Partners, L.P.",12.47,927456561.8,Energy,Coal Mining
BLOX,Infoblox Inc.,16.04,927911690.2,Technology,EDP Services
FPRX,"Five Prime Therapeutics, Inc.",33.39,928500972.8,Health Care,Major Pharmaceuticals
STFC,State Auto Financial Corporation,22.41,928724072,Finance,Property-Casualty Insurers
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.32,929444000,n/a,n/a
ALOG,Analogic Corporation,75.02,931601360.8,Capital Goods,Electrical Products
MHLD,"Maiden Holdings, Ltd.",12.62,932144005.4,Finance,Property-Casualty Insurers
BPFH,"Boston Private Financial Holdings, Inc.",11.17,932546919.3,Finance,Major Banks
NPP,"Nuveen Performance Plus Municipal Fund, Inc.",15.54,932795570.7,n/a,n/a
WEB,"Web.com Group, Inc.",18.59,933819553.8,Technology,Computer Software: Prepackaged Software
VG,Vonage Holdings Corp.,4.37,935085197.2,Public Utilities,Telecommunications Equipment
BOBE,"Bob Evans Farms, Inc.",47.23,935193578.7,Consumer Services,Restaurants
PTY,Pimco Corporate & Income Opportunity Fund,13.39,936007878.4,n/a,n/a
FRGI,"Fiesta Restaurant Group, Inc.",34.91,936606778.5,Consumer Services,Restaurants
PVG,"Pretium Resources, Inc.",5.4,936642987,Basic Industries,Precious Metals
NCMI,"National CineMedia, Inc.",14.93,936690015.3,Consumer Services,Advertising
TYPE,Monotype Imaging Holdings Inc.,23.38,936869776.2,Technology,EDP Services
ABCB,Ameris Bancorp,29.1,937351303.5,Finance,Major Banks
DIOD,Diodes Incorporated,19.44,938886156.7,Technology,Semiconductors
XXIA,Ixia,11.58,939074715.3,Capital Goods,Electrical Products
KND,"Kindred Healthcare, Inc.",11.23,941113956.3,Health Care,Hospital/Nursing Management
VMO,Invesco Municipal Opportunity Trust,13.97,941480852.6,n/a,n/a
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.69,942910537.4,n/a,n/a
DK,"Delek US Holdings, Inc.",15.18,943240479.7,Energy,Integrated oil Companies
CPK,Chesapeake Utilities Corporation,61.81,944229092,Public Utilities,Oil & Gas Production
CMO,Capstead Mortgage Corporation,9.87,946997778.3,Consumer Services,Real Estate Investment Trusts
JRVR,"James River Group Holdings, Ltd.",32.75,947835664.3,Finance,Property-Casualty Insurers
ABAX,"ABAXIS, Inc.",41.88,948246960,Capital Goods,Industrial Machinery/Components
NSH,"Nustar GP Holdings, LLC",22.16,951340965.8,Energy,Natural Gas Distribution
LTXB,"LegacyTexas Financial Group, Inc.",19.97,951487145.2,Finance,Savings Institutions
CZR,Caesars Entertainment Corporation,6.56,952141891.4,Consumer Services,Hotels/Resorts
NVGS,Navigator Holdings Ltd.,17.2,952251632.4,Transportation,Marine Transportation
GBL,"Gamco Investors, Inc.",37.5,954159150,Finance,Investment Bankers/Brokers/Service
GMLP,Golar LNG Partners LP,15.49,954384239.2,Consumer Services,Marine Transportation
RWT,"Redwood Trust, Inc.",12.39,957162650.4,Consumer Services,Real Estate Investment Trusts
HBM,HudBay Minerals Inc,4.07,957392970.2,Basic Industries,Precious Metals
NCS,"NCI Building Systems, Inc.",13.14,957680281.1,Capital Goods,Metal Fabrications
FRME,First Merchants Corporation,23.58,959027556.2,Finance,Major Banks
ACHN,"Achillion Pharmaceuticals, Inc.",7.02,959212933.4,Health Care,Major Pharmaceuticals
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",24.63,959804130.2,Finance,Commercial Banks
HT,Hersha Hospitality Trust,21.59,959853207.3,Consumer Services,Real Estate Investment Trusts
TOWN,Towne Bank,18.67,962454033.4,n/a,n/a
ZPIN,Zhaopin Limited,15.42,962841530.7,Technology,Professional Services
WSFS,WSFS Financial Corporation,32.48,964214272,Finance,Major Banks
ADTN,"ADTRAN, Inc.",19.65,967487557.2,Public Utilities,Telecommunications Equipment
PAHC,Phibro Animal Health Corporation,24.57,967801685.8,Health Care,Major Pharmaceuticals
BETR,"Amplify Snack Brands, inc.",12.96,972000000,Consumer Non-Durables,Packaged Foods
OPB,Opus Bank,34.59,972011237.9,n/a,n/a
ATRO,Astronics Corporation,38,972817784,Capital Goods,Military/Government/Technical
CCMP,Cabot Microelectronics Corporation,40.22,973152059.5,Technology,Semiconductors
CVGW,"Calavo Growers, Inc.",55.82,973244474.6,Consumer Non-Durables,Farming/Seeds/Milling
TSL,Trina Solar Limited,10.59,975592810.5,Technology,Semiconductors
AMSF,"AMERISAFE, Inc.",51.12,977952284.6,Finance,Property-Casualty Insurers
TGS,Transportadora De Gas Sa Ord B,6.17,980406830,Public Utilities,Natural Gas Distribution
TSEM,Tower Semiconductor Ltd.,12.71,980973217.2,Technology,Semiconductors
CEM,ClearBridge Energy MLP Fund Inc.,14.18,981337308.1,n/a,n/a
ZIOP,ZIOPHARM Oncology Inc,7.46,982620599.3,Health Care,Medical Specialities
FOE,Ferro Corporation,11.86,983120088.5,Basic Industries,Paints/Coatings
SXI,Standex International Corporation,76.72,984537019.2,Technology,Industrial Machinery/Components
SKYW,"SkyWest, Inc.",19.26,984716458.9,Transportation,Air Freight/Delivery Services
KKD,"Krispy Kreme Doughnuts, Inc.",15.67,987740930.9,Consumer Non-Durables,Food Chains
RMP,Rice Midstream Partners LP,13.95,989297339.4,Public Utilities,Natural Gas Distribution
ESE,ESCO Technologies Inc.,38.31,989311693.5,Consumer Durables,Telecommunications Equipment
OMCL,"Omnicell, Inc.",27.61,989312767.6,Technology,Computer Manufacturing
ALRM,"Alarm.com Holdings, Inc.",21.73,990511245.3,Technology,Computer Software: Prepackaged Software
WNRL,"Western Refining Logistics, LP",21.01,992877637.8,Energy,Natural Gas Distribution
PMT,PennyMac Mortgage Investment Trust,13.76,994116353.3,Consumer Services,Real Estate Investment Trusts
CLMT,"Calumet Specialty Products Partners, L.P.",13.12,995603328,Energy,Integrated oil Companies
GOGO,Gogo Inc.,11.62,998311453.7,Consumer Services,Telecommunications Equipment
GAB,"Gabelli Equity Trust, Inc. (The)",5.24,998765630.7,n/a,n/a
AG,First Majestic Silver Corp.,6.42,999359811.2,Basic Industries,Precious Metals
AWF,Alliance World Dollar Government Fund II,11.65,1002746885,n/a,n/a
BMI,"Badger Meter, Inc.",69.19,1004794823,Capital Goods,Industrial Machinery/Components
ORBK,Orbotech Ltd.,23.33,1005040536,Capital Goods,Industrial Machinery/Components
FN,Fabrinet,28,1006309052,Public Utilities,Telecommunications Equipment
SAGE,"Sage Therapeutics, Inc.",31.5,1008698891,Health Care,Major Pharmaceuticals
REXR,"Rexford Industrial Realty, Inc.",18.15,1009040502,Consumer Services,Real Estate Investment Trusts
SFBS,"ServisFirst Bancshares, Inc.",38.69,1011460986,Finance,Major Banks
MYI,"Blackrock MuniYield Quality Fund III, Inc.",14.97,1012582147,n/a,n/a
TASR,"TASER International, Inc.",18.88,1013744060,Capital Goods,Ordnance And Accessories
CNV,Cnova N.V.,2.3,1014985046,Consumer Services,Catalog/Specialty Distribution
MCRB,"Seres Therapeutics, Inc.",25.94,1016511221,Health Care,Major Pharmaceuticals
ITCI,Intra-Cellular Therapies Inc.,23.6,1019819932,Health Care,Major Pharmaceuticals
KNL,"Knoll, Inc.",20.8,1021619310,Consumer Durables,Office Equipment/Supplies/Services
DDC,Dominion Diamond Corporation,11.99,1022638838,Basic Industries,Precious Metals
FGEN,"FibroGen, Inc",16.48,1022981811,Health Care,Major Pharmaceuticals
INN,"Summit Hotel Properties, Inc.",11.82,1025905234,Consumer Services,Real Estate Investment Trusts
AAWW,Atlas Air Worldwide Holdings,41.65,1026116514,Transportation,Transportation Services
MPG,Metaldyne Performance Group Inc.,15.08,1027093175,Capital Goods,Auto Parts:O.E.M.
UBSH,Union Bankshares Corporation,23.31,1027251374,Finance,Major Banks
IRBT,iRobot Corporation,35.44,1027502635,Consumer Durables,Consumer Electronics/Appliances
VRTU,Virtusa Corporation,34.52,1029099988,Technology,EDP Services
NPM,"Nuveen Premium Income Municipal Fund II, Inc.",14.57,1029994839,n/a,n/a
VCLT,Vanguard Long-Term Corporate Bond ETF,88.04,1030068000,n/a,n/a
BGG,Briggs & Stratton Corporation,23.9,1031244800,Energy,Industrial Machinery/Components
TRNO,Terreno Realty Corporation,23.81,1033151782,Finance,Real Estate
NP,"Neenah Paper, Inc.",61.86,1034608500,Basic Industries,Paper
AAV,Advantage Oil & Gas Ltd,5.62,1036278190,Energy,Oil & Gas Production
AVG,AVG Technologies N.V.,19.8,1036326218,Technology,Computer Software: Prepackaged Software
SCSC,"ScanSource, Inc.",39.55,1036808550,Technology,Retail: Computer Software & Peripheral Equipment
TBI,"TrueBlue, Inc.",24.67,1036855652,Technology,Professional Services
BJRI,"BJ&#39;s Restaurants, Inc.",43.1,1038751721,Consumer Services,Restaurants
GIMO,Gigamon Inc.,30.19,1040116265,Technology,EDP Services
ENV,"Envestnet, Inc",24.79,1041363520,Miscellaneous,Business Services
SEMG,Semgroup Corporation,23.76,1043828454,Energy,Oilfield Services/Equipment
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",16.22,1044568000,Capital Goods,Military/Government/Technical
ETSY,"Etsy, Inc.",9.27,1044726738,Miscellaneous,Business Services
GB,"Greatbatch, Inc.",33.96,1045249237,Miscellaneous,Industrial Machinery/Components
GLOB,Globant S.A.,31.35,1045370703,Technology,EDP Services
HALO,"Halozyme Therapeutics, Inc.",8.1,1045397348,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOCK,"LifeLock, Inc.",11.4,1046559683,Technology,EDP Services
MEI,"Methode Electronics, Inc.",28.43,1049432866,Capital Goods,Electrical Products
TWOU,"2U, Inc.",22.87,1051172758,Technology,Computer Software: Prepackaged Software
FLOW,"SPX FLOW, Inc.",25.3,1053273003,Technology,Industrial Machinery/Components
NSIT,"Insight Enterprises, Inc.",28.4,1054026552,Consumer Services,Catalog/Specialty Distribution
MDR,"McDermott International, Inc.",4.41,1054095126,Capital Goods,Metal Fabrications
RSE,"Rouse Properties, Inc.",18.26,1056432921,Finance,Real Estate
EVTC,"Evertec, Inc.",13.89,1057145051,Technology,EDP Services
ASTE,"Astec Industries, Inc.",46.09,1059534158,Capital Goods,Construction/Ag Equipment/Trucks
HL,Hecla Mining Company,2.8,1059973415,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CATO,Cato Corporation (The),38,1060167396,Consumer Services,Clothing/Shoe/Accessory Stores
SMLP,"Summit Midstream Partners, LP",15.99,1062895179,Public Utilities,Natural Gas Distribution
BSFT,"BroadSoft, Inc.",36.55,1064523465,Technology,Computer Software: Prepackaged Software
IRC,Inland Real Estate Corporation,10.59,1064631031,Consumer Services,Real Estate Investment Trusts
CUB,Cubic Corporation,39.49,1065134942,Capital Goods,Industrial Machinery/Components
CAFD,8point3 Energy Partners LP,15.05,1068659579,Public Utilities,Electric Utilities: Central
BNCL,"Beneficial Bancorp, Inc.",13.34,1068863685,Finance,Savings Institutions
IOSP,Innospec Inc.,44.59,1070473066,Basic Industries,Major Chemicals
ENSG,"The Ensign Group, Inc.",21.2,1075285942,Health Care,Hospital/Nursing Management
ROG,Rogers Corporation,59.88,1076016894,Basic Industries,Major Chemicals
BLD,TopBuild Corp.,28.45,1076373175,Basic Industries,Engineering & Construction
NVCR,NovoCure Limited,12.75,1076440680,Health Care,Medical/Dental Instruments
MCRN,Milacron Holdings Corp.,16.01,1079064778,Technology,Industrial Machinery/Components
OTTR,Otter Tail Corporation,28.42,1080033693,Public Utilities,Electric Utilities: Central
PHK,Pimco High Income Fund,8.7,1080116702,n/a,n/a
HF,"HFF, Inc.",28.45,1080501981,Consumer Services,Real Estate
UFCS,"United Fire Group, Inc",42.96,1082610129,Finance,Property-Casualty Insurers
QLGC,QLogic Corporation,13.08,1083547200,Technology,Computer Communications Equipment
JQC,Nuveen Credit Strategies Income Fund,7.97,1085963492,n/a,n/a
EDIT,"Editas Medicine, Inc.",30.43,1086336941,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,93.77,1087732000,n/a,n/a
KCG,"KCG Holdings, Inc.",12,1090543800,Finance,Investment Bankers/Brokers/Service
SEDG,"SolarEdge Technologies, Inc.",27.2,1093988978,Technology,Semiconductors
JPS,Nuveen Quality Preferred Income Fund 2,9.09,1094372488,n/a,n/a
CNMD,CONMED Corporation,39.49,1094375115,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NSP,"Insperity, Inc.",51.52,1095187173,Technology,Professional Services
FCH,FelCor Lodging Trust Incorporated,7.87,1098500377,Consumer Services,Real Estate Investment Trusts
BLDR,"Builders FirstSource, Inc.",10.01,1101834053,Consumer Services,RETAIL: Building Materials
NEA,Nuveen AMT-Free Municipal Income Fund,14.02,1105940515,n/a,n/a
ARI,Apollo Commercial Real Estate Finance,16.42,1106465887,Consumer Services,Real Estate Investment Trusts
WSBC,"WesBanco, Inc.",28.87,1106948985,Finance,Major Banks
TGP,Teekay LNG Partners L.P.,13.93,1107630020,Consumer Services,Marine Transportation
NAV,Navistar International Corporation,13.58,1108033402,Capital Goods,Auto Manufacturing
DGI,"DigitalGlobe, Inc",17.22,1108176672,Consumer Services,Telecommunications Equipment
STNG,Scorpio Tankers Inc.,6.24,1110918214,Transportation,Marine Transportation
BHE,"Benchmark Electronics, Inc.",22.32,1111965236,Technology,Electrical Products
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,14.58,1112457120,n/a,n/a
FFBC,First Financial Bancorp.,18.07,1113851840,Finance,Major Banks
RNG,"Ringcentral, Inc.",15.51,1116827655,Technology,EDP Services
RENN,Renren Inc.,3.27,1117718069,Technology,EDP Services
KAMN,Kaman Corporation,41.52,1121635397,Consumer Durables,Industrial Specialties
FIX,"Comfort Systems USA, Inc.",30.06,1121976123,Capital Goods,Engineering & Construction
KWR,Quaker Chemical Corporation,84.98,1122342502,Basic Industries,Major Chemicals
MXL,"MaxLinear, Inc",17.99,1122892372,Technology,Semiconductors
